"SYMBOL","BINOMIAL_NAT","BINOMIAL_ACKER","DURATION","NATIVITY"
"LOCO2","Lomatium concinnum","Lomatium concinnum","Perennial","Native"
"LODIM","Lomatium dissectum var. multifidum","Lomatium dissectum var. eatonii","Perennial","Native"
"LOEA","Lomatium eastwoodiae","Lomatium eastwoodiae","Perennial","Native"
"LOFO","Lomatium foeniculaceum","Lomatium foeniculaceum","Perennial","Native"
"LOFOF2","Lomatium foeniculaceum ssp. foeniculaceum","Lomatium foeniculaceum var. foeniculaceum","Perennial","Native"
"LOFOM","Lomatium foeniculaceum ssp. macdougalii","Lomatium foeniculaceum var. macdougalii","Perennial","Native"
"LOGRG2","Lomatium grayi var. grayi","Lomatium grayi var. grayi","Perennial","Native"
"LOJU","Lomatium juniperinum","Lomatium juniperinum","Perennial","Native"
"LOLA4","Lomatium latilobum","Lomatium latilobum","Perennial","Native"
"LOBIL","Lomatium bicolor var. leptocarpum","Lomatium leptocarpum","Perennial","Native"
"LOMA3","Lomatium macrocarpum","Lomatium macrocarpum","Perennial","Native"
"LONU3","Lomatium nuttallii","Lomatium nuttallii","Perennial","Native"
"LOOR","Lomatium orientale","Lomatium orientale","Perennial","Native"
"LOSIS","Lomatium simplex var. simplex","Lomatium triternatum var. platycarpum","Perennial","Native"
"LORO","Lomatogonium rotatum","Lomatogonium rotatum","Annual, Biennial","Native"
"LOIN5","Lonicera involucrata","Lonicera involucrata","Perennial","Native"
"LOMO2","Lonicera morrowii","Lonicera morrowii","Perennial","Introduced"
"LOTA","Lonicera tatarica","Lonicera tatarica","Perennial","Introduced"
"LOUT2","Lonicera utahensis","Lonicera utahensis","Perennial","Native"
"LOCO6","Lotus corniculatus","Lotus corniculatus","Perennial","Introduced"
"LOTE4","Lotus tenuis","Lotus tenuis","Perennial","Introduced"
"LOWR","Lotus wrightii","Lotus wrightii","Perennial","Native"
"LUAN","Lunaria annua","Lunaria annua","Annual, Biennial","Introduced"
"LUAM","Lupinus ammophilus","Lupinus ammophilus","Perennial","Native"
"LUAR3","Lupinus argenteus","Lupinus argenteus","Perennial","Native"
"LUARA5","Lupinus argenteus ssp. argenteus","Lupinus argenteus var. argenteus","Perennial","Native"
"LUPAF4","Lupinus parviflorus ssp. myrianthus var. fulvomaculatus","Lupinus argenteus var. fulvomaculatus","Perennial","Native"
"LUHO2","Lupinus holosericeus","Lupinus argenteus var. holosericeus","Perennial","Native"
"LUPA8","Lupinus parviflorus","Lupinus argenteus var. parviflorus","Perennial","Native"
"LUARR","Lupinus argenteus var. rubricaulis","Lupinus argenteus var. rubricaulis","Perennial","Native"
"LUBR2","Lupinus brevicaulis","Lupinus brevicaulis","Annual","Native"
"LUCA","Lupinus caudatus","Lupinus caudatus","Perennial","Native"
"LUCAA","Lupinus caudatus ssp. argophyllus","Lupinus caudatus var. argophyllus","Perennial","Native"
"LUCAU","Lupinus caespitosus var. utahensis","Lupinus caudatus var. utahensis","Perennial","Native"
"LUCR2","Lupinus crassus","Lupinus crassus","Perennial","Native"
"LUKI","Lupinus kingii","Lupinus kingii","Annual","Native"
"LUCAU","Lupinus caespitosus var. utahensis","Lupinus lepidus var. utahensis","Perennial","Native"
"LULE3","Lupinus leucophyllus","Lupinus leucophyllus","Perennial","Native"
"LUPL","Lupinus plattensis","Lupinus plattensis","Perennial","Native"
"LUPO2","Lupinus polyphyllus","Lupinus polyphyllus","Perennial","Native"
"LUWYW","Lupinus wyethii ssp. wyethii","Lupinus polyphyllus var. humicola","Perennial","Native"
"LUPR2","Lupinus prunophilus","Lupinus polyphyllus var. prunophilus","Perennial","Native"
"LUPU","Lupinus pusillus","Lupinus pusillus","Annual","Native"
"LUSES2","Lupinus sericeus ssp. sericeus","Lupinus sericeus var. sericeus","Perennial","Native"
"LUCO6","Luzula comosa","Luzula comosa","Perennial","Native"
"LUPA4","Luzula parviflora","Luzula parviflora","Perennial","Native"
"LUSP4","Luzula spicata","Luzula spicata","Perennial","Native"
"LUSU9","Luzula subcapitata","Luzula subcapitata","Perennial","Native"
"LYBA4","Lycium barbarum","Lycium barbarum","Perennial","Introduced"
"LYPA","Lycium pallidum","Lycium pallidum","Perennial","Native"
"LYAN2","Lycopodium annotinum","Lycopodium annotinum","Perennial","Native"
"LYAM","Lycopus americanus","Lycopus americanus","Perennial","Native"
"LYAS","Lycopus asper","Lycopus asper","Perennial","Native"
"LYUN","Lycopus uniflorus","Lycopus uniflorus","Perennial","Native"
"LYGR","Lygodesmia grandiflora","Lygodesmia grandiflora","Perennial","Native"
"LYAR2","Lygodesmia arizonica","Lygodesmia grandiflora var. arizonica","Perennial","Native"
"LYDO","Lygodesmia doloresensis","Lygodesmia grandiflora var. doloresensis","Perennial","Native"
"LYGR","Lygodesmia grandiflora","Lygodesmia grandiflora var. grandiflora","Perennial","Native"
"LYJU","Lygodesmia juncea","Lygodesmia juncea","Perennial","Native"
"LYCI","Lysimachia ciliata","Lysimachia ciliata","Perennial","Native"
"LYNU","Lysimachia nummularia","Lysimachia nummularia","Perennial","Introduced"
"LYTH2","Lysimachia thyrsiflora","Lysimachia thyrsiflora","Perennial","Native"
"LYAL4","Lythrum alatum","Lythrum alatum","Perennial","Native"
"LYSA2","Lythrum salicaria","Lythrum salicaria","Perennial","Introduced"
"MATA2","Machaeranthera tanacetifolia","Machaeranthera tanacetifolia","Annual, Biennial","Native"
"MAPO","Maclura pomifera","Maclura pomifera","Perennial","Native"
"MAGL2","Madia glomerata","Madia glomerata","Annual","Native"
"MARAA","Maianthemum racemosum ssp. amplexicaule","Maianthemum racemosum ssp. amplexicaule","Perennial","Native"
"MAST4","Maianthemum stellatum","Maianthemum stellatum","Perennial","Native"
"MASO","Malacothrix sonchoides","Malacothrix sonchoides","Annual","Native"
"MATO2","Malacothrix torreyi","Malacothrix torreyi","Annual","Native"
"MABR5","Malaxis brachypoda","Malaxis monophyllos var. brachypoda","Perennial","Native"
"MAPU","Malus pumila","Malus pumila","Perennial","Introduced"
"MANE","Malva neglecta","Malva neglecta","Annual, Biennial, Perennial","Introduced"
"MAPA5","Malva parviflora","Malva parviflora","Annual, Biennial, Perennial","Introduced"
"MAPU5","Malva pusilla","Malva pusilla","Annual, Biennial","Introduced"
"MASY","Malva sylvestris","Malva sylvestris","Annual, Biennial, Perennial","Introduced"
"MAVE","Malva verticillata","Malva verticillata","Annual","Introduced"
"MALE3","Malvella leprosa","Malvella leprosa","Perennial","Native"
"MASA3","Malvella sagittifolia","Malvella sagittifolia","Perennial","Native"
"MAVU","Marrubium vulgare","Marrubium vulgare","Perennial","Introduced"
"MAVE2","Marsilea vestita","Marsilea vestita","Perennial","Native"
"MADI6","Matricaria discoidea","Matricaria discoidea","Annual","Introduced"
"MESAF","Medicago sativa ssp. falcata","Medicago falcata","Annual, Perennial","Introduced"
"MELU","Medicago lupulina","Medicago lupulina","Annual, Perennial","Introduced"
"MESA","Medicago sativa","Medicago sativa","Annual, Perennial","Introduced"
"MELE2","Melampodium leucanthum","Melampodium leucanthum","Perennial","Native"
"MEBU","Melica bulbosa","Melica bulbosa","Perennial","Native"
"MEPO","Melica porteri","Melica porteri","Perennial","Native"
"MESP","Melica spectabilis","Melica spectabilis","Perennial","Native"
"MESUS","Melica subulata var. subulata","Melica subulata var. subulata","Perennial","Native"
"MEOF","Melilotus officinalis","Melilotus albus","Annual, Biennial, Perennial","Introduced"
"MEOF","Melilotus officinalis","Melilotus officinalis","Annual, Biennial, Perennial","Introduced"
"MESC","Menodora scabra","Menodora scabra","Perennial","Native"
"MEPI","Mentha ×piperita","Mentha ×piperita","Perennial","Native"
"MEAR4","Mentha arvensis","Mentha arvensis","Perennial","Native"
"MESP3","Mentha spicata","Mentha spicata","Perennial","Introduced"
"MEAL6","Mentzelia albicaulis","Mentzelia albicaulis","Annual","Native"
"MECH","Mentzelia chrysantha","Mentzelia chrysantha","Biennial","Native"
"MECR4","Mentzelia cronquistii","Mentzelia cronquistii","Perennial","Native"
"MEDE2","Mentzelia decapetala","Mentzelia decapetala","Biennial, Perennial","Native"
"MEDE3","Mentzelia densa","Mentzelia densa","Perennial","Native"
"MEDI","Mentzelia dispersa","Mentzelia dispersa","Annual","Native"
"MELA","Mentzelia laciniata","Mentzelia laciniata","Perennial","Native"
"MELA2","Mentzelia laevicaulis","Mentzelia laevicaulis","Biennial, Perennial","Native"
"MEPUL","Mentzelia pumila var. lagarosa","Mentzelia lagarosa","Biennial","Native"
"MEMA5","Mentzelia marginata","Mentzelia marginata","Perennial","Native"
"MEMUM","Mentzelia multicaulis var. multicaulis","Mentzelia multicaulis","Perennial","Native"
"MEMU3","Mentzelia multiflora","Mentzelia multiflora","Biennial, Perennial","Native"
"MENU","Mentzelia nuda","Mentzelia nuda","Perennial, Biennial","Native"
"MEOL","Mentzelia oligosperma","Mentzelia oligosperma","Perennial","Native"
"MEPUP","Mentzelia pumila var. pumila ","Mentzelia procera","Biennial","Native"
"MEPT","Mentzelia pterosperma","Mentzelia pterosperma","Biennial, Perennial","Native"
"MEPU3","Mentzelia pumila","Mentzelia pumila","Biennial","Native"
"MERE2","Mentzelia reverchonii","Mentzelia reverchonii","Perennial","Native"
"MERU","Mentzelia rusbyi","Mentzelia rusbyi","Biennial, Perennial","Native"
"MESI","Mentzelia sinuata","Mentzelia speciosa","Perennial","Native"
"MEHUH","Mentzelia humilis var. humilis","Mentzelia thompsonii","Perennial, Annual","Native"
"MEMUU","Mentzelia multicaulis var. uintahensis","Mentzelia uintahensis","Perennial","Native"
"METR3","Menyanthes trifoliata","Menyanthes trifoliata","Perennial","Native"
"MEAL7","Mertensia alpina","Mertensia alpina","Perennial","Native"
"MEAR6","Mertensia arizonica","Mertensia arizonica","Perennial","Native"
"MEBR","Mertensia brevistyla","Mertensia brevistyla","Perennial","Native"
"MECI3","Mertensia ciliata","Mertensia ciliata","Perennial","Native"
"MEFR2","Mertensia franciscana","Mertensia franciscana","Perennial","Native"
"MEOB","Mertensia oblongifolia ","Mertensia fusiformis","Annual, Perennial","Native"
"MEHU2","Mertensia humilis","Mertensia humilis","Perennial","Native"
"MELA3","Mertensia lanceolata","Mertensia lanceolata","Perennial","Native"
"MELAL2","Mertensia lanceolata var. lanceolata","Mertensia lanceolata var. lanceolata","Perennial","Native"
"MEOB","Mertensia oblongifolia ","Mertensia lanceolata var. nivalis","Annual, Perennial","Native"
"MEOB","Mertensia oblongifolia","Mertensia oblongifolia","Annual, Perennial","Native"
"SAFO4","Saxifraga foliolosa","Micranthes foliolosa","Perennial","Native"
"SAOD2","Saxifraga odontoloma","Micranthes odontoloma","Perennial","Native"
"SAOR2","Saxifraga oregana","Micranthes oregana","Perennial","Native"
"SARH2","Saxifraga rhomboidea","Micranthes rhomboidea","Perennial","Native"
"MOPU3","Monolepis pusilla","Micromonolepis pusilla","Annual","Native"
"MINU","Microseris nutans","Microseris nutans","Perennial","Native"
"MIGR","Microsteris gracilis","Microsteris gracilis","Annual","Native"
"MIBO2","Mimosa borealis","Mimosa borealis","Perennial","Native"
"MINU6","Mimosa nuttallii","Mimosa nuttallii","Perennial","Native"
"MIRU5","Mimosa rupertiana","Mimosa rupertiana","Perennial","Native"
"MIEA","Mimulus eastwoodiae","Mimulus eastwoodiae","Perennial","Native"
"MIFL2","Mimulus floribundus","Mimulus floribundus","Annual","Native"
"MIGE","Mimulus gemmiparus","Mimulus gemmiparus","Annual","Native"
"MIGL","Mimulus glabratus","Mimulus glabratus","Perennial","Native"
"MIGU","Mimulus guttatus","Mimulus guttatus","Annual, Perennial","Native"
"MILE2","Mimulus lewisii","Mimulus lewisii","Perennial","Native"
"MIMO3","Mimulus moschatus","Mimulus moschatus","Perennial","Native"
"MIRI","Mimulus ringens","Mimulus ringens","Perennial","Native"
"MIRU","Mimulus rubellus","Mimulus rubellus","Annual","Native"
"MISU2","Mimulus suksdorfii","Mimulus suksdorfii","Annual","Native"
"MITI","Mimulus tilingii","Mimulus tilingii","Perennial","Native"
"MIMA3","Minuartia macrantha","Minuartia macrantha","Perennial","Native"
"MINUN2","Minuartia nuttallii ssp. nuttallii","Minuartia nuttallii var. nuttallii","Perennial","Native"
"MIOB2","Minuartia obtusiloba","Minuartia obtusiloba","Perennial","Native"
"MIRU3","Minuartia rubella","Minuartia rubella","Annual, Perennial","Native"
"MIST5","Minuartia stricta","Minuartia stricta","Annual","Native"
"MIAL5","Mirabilis alipes","Mirabilis alipes","Perennial","Native"
"MIGL3","Mirabilis glabra","Mirabilis glabra","Perennial","Native"
"MIHI","Mirabilis hirsuta","Mirabilis hirsuta","Perennial","Native"
"MILI3","Mirabilis linearis","Mirabilis lanceolata","Perennial","Native"
"MILI3","Mirabilis linearis","Mirabilis linearis","Perennial","Native"
"MILI3","Mirabilis linearis","Mirabilis linearis var. linearis","Perennial","Native"
"MILI3","Mirabilis linearis","Mirabilis linearis var. subhispida","Perennial","Native"
"MIME8","Mirabilis melanotricha","Mirabilis melanotricha","Perennial","Native"
"MIMU","Mirabilis multiflora","Mirabilis multiflora","Perennial","Native"
"MIMUG","Mirabilis multiflora var. glandulosa","Mirabilis multiflora var. glandulosa","Perennial","Native"
"MIMUM","Mirabilis multiflora var. multiflora","Mirabilis multiflora var. multiflora","Perennial","Native"
"MINY","Mirabilis nyctaginea","Mirabilis nyctaginea","Perennial","Native"
"MIOX","Mirabilis oxybaphoides","Mirabilis oxybaphoides","Perennial","Native"
"MIRO2","Mirabilis rotundifolia","Mirabilis rotundifolia","Perennial","Native"
"MISI","Miscanthus sinensis","Miscanthus sinensis","Perennial","Introduced"
"MIPE","Mitella pentandra","Mitella pentandra","Perennial","Native"
"MISTS","Mitella stauropetala var. stenopetala","Mitella stauropetala var. stenopetala","Perennial","Native"
"MOLA6","Moehringia lateriflora","Moehringia lateriflora","Perennial","Native"
"MOMA3","Moehringia macrophylla","Moehringia macrophylla","Perennial","Native"
"MOVE","Mollugo verticillata","Mollugo verticillata","Annual","Native"
"MOFIM2","Monarda fistulosa ssp. fistulosa var. menthifolia","Monarda fistulosa var. menthifolia","Perennial","Native"
"MOPE","Monarda pectinata","Monarda pectinata","Annual","Native"
"MOOD","Monardella odoratissima","Monardella odoratissima","Perennial","Native"
"MOUN2","Moneses uniflora","Moneses uniflora","Perennial","Native"
"MONU","Monolepis nuttalliana","Monolepis nuttalliana","Annual","Native"
"MOHY3","Monotropa hypopithys","Monotropa hypopithys","Perennial","Native"
"MOCH","Montia chamissoi","Montia chamissoi","Perennial","Native"
"MOAL","Morus alba","Morus alba","Perennial","Introduced"
"LYSE3","Lycurus setosus","Muhlenbergia alopecuroides","Perennial","Native"
"REFL","Redfieldia flexuosa","Muhlenbergia ammophila","Perennial","Native"
"MUAN","Muhlenbergia andina","Muhlenbergia andina","Perennial","Native"
"MUAR","Muhlenbergia arenacea","Muhlenbergia arenacea","Perennial","Native"
"MUAR2","Muhlenbergia arenicola","Muhlenbergia arenicola","Perennial","Native"
"MUAS","Muhlenbergia asperifolia","Muhlenbergia asperifolia","Perennial","Native"
"MUBR2","Muhlenbergia brevis","Muhlenbergia brevis","Annual","Native"
"MUCU3","Muhlenbergia cuspidata","Muhlenbergia cuspidata","Perennial","Native"
"MUDE","Muhlenbergia depauperata","Muhlenbergia depauperata","Annual","Native"
"MUFI","Muhlenbergia filiculmis","Muhlenbergia filiculmis","Perennial","Native"
"MUFI2","Muhlenbergia filiformis","Muhlenbergia filiformis","Annual","Native"
"MUME2","Muhlenbergia mexicana","Muhlenbergia mexicana","Perennial","Native"
"MUMI2","Muhlenbergia minutissima","Muhlenbergia minutissima","Annual","Native"
"MUMO","Muhlenbergia montana","Muhlenbergia montana","Perennial","Native"
"SCPA","Schedonnardus paniculatus","Muhlenbergia paniculata","Perennial","Native"
"MUPA2","Muhlenbergia pauciflora","Muhlenbergia pauciflora","Perennial","Native"
"LYPH","Lycurus phleoides","Muhlenbergia phleoides","Perennial","Native"
"MUPO2","Muhlenbergia porteri","Muhlenbergia porteri","Perennial","Native"
"MUPU2","Muhlenbergia pungens","Muhlenbergia pungens","Perennial","Native"
"MURA","Muhlenbergia racemosa","Muhlenbergia racemosa","Perennial","Native"
"MURA4","Muhlenbergia ramulosa","Muhlenbergia ramulosa","Annual","Native"
"MURI","Muhlenbergia richardsonis","Muhlenbergia richardsonis","Perennial","Native"
"MUSC","Muhlenbergia schreberi","Muhlenbergia schreberi","Perennial","Native"
"MUTH","Muhlenbergia thurberi","Muhlenbergia thurberi","Perennial","Native"
"MUTO2","Muhlenbergia torreyi","Muhlenbergia torreyi","Perennial","Native"
"BLTR","Blepharoneuron tricholepis","Muhlenbergia tricholepis","Perennial","Native"
"MUWR","Muhlenbergia wrightii","Muhlenbergia wrightii","Perennial","Native"
"MUSQ3","Munroa squarrosa","Munroa squarrosa","Annual","Native"
"MUDI","Musineon divaricatum","Musineon divaricatum","Perennial","Native"
"MUTE3","Musineon tenuifolium","Musineon tenuifolium","Perennial","Native"
"MYAR","Myosotis arvensis","Myosotis arvensis","Annual","Introduced"
"MYAS2","Myosotis asiatica","Myosotis asiatica","Perennial","Native"
"MYSC","Myosotis scorpioides","Myosotis scorpioides","Perennial","Introduced"
"MYAPM","Myosurus apetalus var. montanus","Myosurus apetalus var. montanus","Annual","Native"
"MYCU","Myosurus cupulatus","Myosurus cupulatus","Annual","Native"
"MYMI2","Myosurus minimus","Myosurus minimus","Annual","Native"
"MYNI","Myosurus nitidus","Myosurus nitidus","Annual","Native"
"MYSI","Myriophyllum sibiricum","Myriophyllum sibiricum","Perennial","Native"
"MYVE3","Myriophyllum verticillatum","Myriophyllum verticillatum","Perennial","Native"
"NAGUG","Najas guadalupensis ssp. guadalupensis","Najas guadalupensis ssp. guadalupensis","Annual","Native"
